event_id,pipeline_id,task_id,event_type,status,event_timestamp,duration_sec,records_in,records_out,error_message,created_at
554,2,,pipeline_completed,success,2026-03-29 10:21:00,1860,,,,2026-03-29 10:21:00
555,2,,pipeline_started,running,2026-03-29 09:06:00,,,,,2026-03-29 09:06:00
556,2,4,task_started,running,2026-03-29 09:07:00,,,,,2026-03-29 09:07:00
557,2,4,task_succeeded,success,2026-03-29 09:13:00,360,10958,10104,,2026-03-29 09:13:00
558,2,5,task_started,running,2026-03-29 09:14:00,,,,,2026-03-29 09:14:00
559,2,5,task_succeeded,success,2026-03-29 09:34:00,1200,16593,13952,,2026-03-29 09:34:00
560,2,6,task_started,running,2026-03-29 09:36:00,,,,,2026-03-29 09:36:00
561,2,6,task_failed,failed,2026-03-29 09:42:00,360,29553,,null values encountered,2026-03-29 09:42:00
562,2,6,task_retry,retrying,2026-03-29 09:44:00,,,,,2026-03-29 09:44:00
563,2,,pipeline_completed,completed_with_issues,2026-03-29 09:51:00,2700,,,,2026-03-29 09:51:00
564,2,,pipeline_started,running,2026-03-28 18:44:00,,,,,2026-03-28 18:44:00
565,2,4,task_started,running,2026-03-28 18:45:00,,,,,2026-03-28 18:45:00
566,2,4,task_succeeded,success,2026-03-28 18:54:00,540,36036,34286,,2026-03-28 18:54:00
567,2,5,task_started,running,2026-03-28 18:57:00,,,,,2026-03-28 18:57:00
568,2,5,task_succeeded,success,2026-03-28 19:15:00,1080,41481,39836,,2026-03-28 19:15:00
569,2,6,task_started,running,2026-03-28 19:18:00,,,,,2026-03-28 19:18:00
570,2,6,task_succeeded,success,2026-03-28 19:25:00,420,38414,36936,,2026-03-28 19:25:00
571,2,,pipeline_completed,success,2026-03-28 19:26:00,2520,,,,2026-03-28 19:26:00
572,2,,pipeline_started,running,2026-03-28 13:53:00,,,,,2026-03-28 13:53:00
573,2,4,task_started,running,2026-03-28 13:56:00,,,,,2026-03-28 13:56:00
574,2,4,task_succeeded,success,2026-03-28 14:02:00,360,2321,2181,,2026-03-28 14:02:00
575,2,5,task_started,running,2026-03-28 14:05:00,,,,,2026-03-28 14:05:00
576,2,5,task_succeeded,success,2026-03-28 14:20:00,900,42477,34734,,2026-03-28 14:20:00
577,2,6,task_started,running,2026-03-28 14:21:00,,,,,2026-03-28 14:21:00
578,2,6,task_succeeded,success,2026-03-28 14:29:00,480,39295,35090,,2026-03-28 14:29:00
579,2,,pipeline_completed,success,2026-03-28 14:30:00,2220,,,,2026-03-28 14:30:00
580,2,,pipeline_started,running,2026-03-27 03:46:00,,,,,2026-03-27 03:46:00
581,2,4,task_started,running,2026-03-27 03:49:00,,,,,2026-03-27 03:49:00
582,2,4,task_succeeded,success,2026-03-27 03:55:00,360,30869,29340,,2026-03-27 03:55:00
583,2,5,task_started,running,2026-03-27 03:56:00,,,,,2026-03-27 03:56:00
584,2,5,task_succeeded,success,2026-03-27 04:06:00,600,5723,4982,,2026-03-27 04:06:00
585,2,6,task_started,running,2026-03-27 04:08:00,,,,,2026-03-27 04:08:00
586,2,6,task_succeeded,success,2026-03-27 04:12:00,240,28925,25569,,2026-03-27 04:12:00
587,2,,pipeline_completed,success,2026-03-27 04:13:00,1620,,,,2026-03-27 04:13:00
588,2,,pipeline_started,running,2026-03-26 05:35:00,,,,,2026-03-26 05:35:00
589,2,4,task_started,running,2026-03-26 05:38:00,,,,,2026-03-26 05:38:00
590,2,4,task_succeeded,success,2026-03-26 05:43:00,300,12335,11711,,2026-03-26 05:43:00
591,2,5,task_started,running,2026-03-26 05:45:00,,,,,2026-03-26 05:45:00
592,2,5,task_succeeded,success,2026-03-26 06:00:00,900,18275,16844,,2026-03-26 06:00:00
593,2,6,task_started,running,2026-03-26 06:01:00,,,,,2026-03-26 06:01:00
594,2,6,task_succeeded,success,2026-03-26 06:09:00,480,43542,42210,,2026-03-26 06:09:00
595,2,,pipeline_completed,success,2026-03-26 06:10:00,2100,,,,2026-03-26 06:10:00
596,2,,pipeline_started,running,2026-03-25 13:10:00,,,,,2026-03-25 13:10:00
597,2,4,task_started,running,2026-03-25 13:13:00,,,,,2026-03-25 13:13:00
598,2,4,task_succeeded,success,2026-03-25 13:23:00,600,4460,4326,,2026-03-25 13:23:00
599,2,5,task_started,running,2026-03-25 13:24:00,,,,,2026-03-25 13:24:00
600,2,5,task_succeeded,success,2026-03-25 13:34:00,600,1802,1468,,2026-03-25 13:34:00
601,2,6,task_started,running,2026-03-25 13:35:00,,,,,2026-03-25 13:35:00
602,2,6,task_succeeded,success,2026-03-25 13:42:00,420,30150,28263,,2026-03-25 13:42:00
603,2,,pipeline_completed,success,2026-03-25 13:43:00,1980,,,,2026-03-25 13:43:00
604,2,,pipeline_started,running,2026-03-24 10:57:00,,,,,2026-03-24 10:57:00
605,2,4,task_started,running,2026-03-24 10:58:00,,,,,2026-03-24 10:58:00
606,2,4,task_succeeded,success,2026-03-24 11:07:00,540,46776,42555,,2026-03-24 11:07:00
607,2,5,task_started,running,2026-03-24 11:10:00,,,,,2026-03-24 11:10:00
608,2,5,task_succeeded,success,2026-03-24 11:23:00,780,23663,19603,,2026-03-24 11:23:00
609,2,6,task_started,running,2026-03-24 11:25:00,,,,,2026-03-24 11:25:00
610,2,6,task_succeeded,success,2026-03-24 11:31:00,360,44873,44853,,2026-03-24 11:31:00
611,2,,pipeline_completed,success,2026-03-24 11:32:00,2100,,,,2026-03-24 11:32:00
612,2,,pipeline_started,running,2026-03-24 04:16:00,,,,,2026-03-24 04:16:00
613,2,4,task_started,running,2026-03-24 04:19:00,,,,,2026-03-24 04:19:00
614,2,4,task_succeeded,success,2026-03-24 04:27:00,480,23119,19866,,2026-03-24 04:27:00
615,2,5,task_started,running,2026-03-24 04:30:00,,,,,2026-03-24 04:30:00
616,2,5,task_failed,failed,2026-03-24 04:42:00,720,14389,,source data unavailable,2026-03-24 04:42:00
617,2,5,task_retry,retrying,2026-03-24 04:44:00,,,,,2026-03-24 04:44:00
618,2,6,task_started,running,2026-03-24 04:57:00,,,,,2026-03-24 04:57:00
619,2,6,task_succeeded,success,2026-03-24 05:02:00,300,49997,42271,,2026-03-24 05:02:00
620,2,,pipeline_completed,completed_with_issues,2026-03-24 05:03:00,2820,,,,2026-03-24 05:03:00
621,2,,pipeline_started,running,2026-03-23 01:27:00,,,,,2026-03-23 01:27:00
622,2,4,task_started,running,2026-03-23 01:28:00,,,,,2026-03-23 01:28:00
623,2,4,task_succeeded,success,2026-03-23 01:33:00,300,9635,9546,,2026-03-23 01:33:00
624,2,5,task_started,running,2026-03-23 01:36:00,,,,,2026-03-23 01:36:00
625,2,5,task_succeeded,success,2026-03-23 01:47:00,660,44980,39477,,2026-03-23 01:47:00
626,2,6,task_started,running,2026-03-23 01:49:00,,,,,2026-03-23 01:49:00
627,2,6,task_succeeded,success,2026-03-23 01:55:00,360,38529,34476,,2026-03-23 01:55:00
628,2,,pipeline_completed,success,2026-03-23 01:56:00,1740,,,,2026-03-23 01:56:00
629,2,,pipeline_started,running,2026-03-22 02:25:00,,,,,2026-03-22 02:25:00
630,2,4,task_started,running,2026-03-22 02:27:00,,,,,2026-03-22 02:27:00
631,2,4,task_succeeded,success,2026-03-22 02:35:00,480,19104,17595,,2026-03-22 02:35:00
632,2,5,task_started,running,2026-03-22 02:37:00,,,,,2026-03-22 02:37:00
633,2,5,task_succeeded,success,2026-03-22 02:47:00,600,12394,10671,,2026-03-22 02:47:00
634,2,6,task_started,running,2026-03-22 02:50:00,,,,,2026-03-22 02:50:00
635,2,6,task_succeeded,success,2026-03-22 02:54:00,240,23860,21986,,2026-03-22 02:54:00
636,2,,pipeline_completed,success,2026-03-22 02:55:00,1800,,,,2026-03-22 02:55:00
637,2,,pipeline_started,running,2026-03-21 10:24:00,,,,,2026-03-21 10:24:00
638,2,4,task_started,running,2026-03-21 10:27:00,,,,,2026-03-21 10:27:00
639,2,4,task_succeeded,success,2026-03-21 10:33:00,360,20772,16791,,2026-03-21 10:33:00
640,2,5,task_started,running,2026-03-21 10:34:00,,,,,2026-03-21 10:34:00
641,2,5,task_succeeded,success,2026-03-21 10:52:00,1080,35946,33092,,2026-03-21 10:52:00
642,2,6,task_started,running,2026-03-21 10:55:00,,,,,2026-03-21 10:55:00
643,2,6,task_succeeded,success,2026-03-21 11:00:00,300,9177,7996,,2026-03-21 11:00:00
644,2,,pipeline_completed,success,2026-03-21 11:01:00,2220,,,,2026-03-21 11:01:00
645,2,,pipeline_started,running,2026-03-21 09:13:00,,,,,2026-03-21 09:13:00
646,2,4,task_started,running,2026-03-21 09:14:00,,,,,2026-03-21 09:14:00
647,2,4,task_succeeded,success,2026-03-21 09:20:00,360,11196,9741,,2026-03-21 09:20:00
648,2,5,task_started,running,2026-03-21 09:22:00,,,,,2026-03-21 09:22:00
649,2,5,task_succeeded,success,2026-03-21 09:38:00,960,29402,28537,,2026-03-21 09:38:00
650,2,6,task_started,running,2026-03-21 09:39:00,,,,,2026-03-21 09:39:00
651,2,6,task_succeeded,success,2026-03-21 09:46:00,420,41531,35622,,2026-03-21 09:46:00
652,2,,pipeline_completed,success,2026-03-21 09:47:00,2040,,,,2026-03-21 09:47:00
653,2,,pipeline_started,running,2026-03-20 21:44:00,,,,,2026-03-20 21:44:00
654,2,4,task_started,running,2026-03-20 21:46:00,,,,,2026-03-20 21:46:00
655,2,4,task_succeeded,success,2026-03-20 21:53:00,420,32871,30952,,2026-03-20 21:53:00
656,2,5,task_started,running,2026-03-20 21:55:00,,,,,2026-03-20 21:55:00
657,2,5,task_succeeded,success,2026-03-20 22:14:00,1140,43845,42046,,2026-03-20 22:14:00
658,2,6,task_started,running,2026-03-20 22:16:00,,,,,2026-03-20 22:16:00
659,2,6,task_succeeded,success,2026-03-20 22:20:00,240,3127,3046,,2026-03-20 22:20:00
660,2,,pipeline_completed,success,2026-03-20 22:21:00,2220,,,,2026-03-20 22:21:00
661,2,,pipeline_started,running,2026-03-20 04:55:00,,,,,2026-03-20 04:55:00
662,2,4,task_started,running,2026-03-20 04:57:00,,,,,2026-03-20 04:57:00
663,2,4,task_succeeded,success,2026-03-20 05:07:00,600,28217,23259,,2026-03-20 05:07:00
664,2,5,task_started,running,2026-03-20 05:10:00,,,,,2026-03-20 05:10:00
665,2,5,task_succeeded,success,2026-03-20 05:21:00,660,33266,31483,,2026-03-20 05:21:00
666,2,6,task_started,running,2026-03-20 05:22:00,,,,,2026-03-20 05:22:00
667,2,6,task_succeeded,success,2026-03-20 05:27:00,300,19895,19850,,2026-03-20 05:27:00
668,2,,pipeline_completed,success,2026-03-20 05:28:00,1980,,,,2026-03-20 05:28:00
669,2,,pipeline_started,running,2026-03-19 03:33:00,,,,,2026-03-19 03:33:00
670,2,4,task_started,running,2026-03-19 03:36:00,,,,,2026-03-19 03:36:00
671,2,4,task_failed,failed,2026-03-19 03:46:00,600,49189,,connection timeout,2026-03-19 03:46:00
672,2,4,task_retry,retrying,2026-03-19 03:48:00,,,,,2026-03-19 03:48:00
673,2,5,task_started,running,2026-03-19 04:01:00,,,,,2026-03-19 04:01:00
674,2,5,task_succeeded,success,2026-03-19 04:16:00,900,49543,42805,,2026-03-19 04:16:00
675,2,6,task_started,running,2026-03-19 04:19:00,,,,,2026-03-19 04:19:00
676,2,6,task_failed,failed,2026-03-19 04:25:00,360,22265,,out of memory,2026-03-19 04:25:00
677,2,6,task_retry,retrying,2026-03-19 04:27:00,,,,,2026-03-19 04:27:00
678,2,,pipeline_completed,completed_with_issues,2026-03-19 04:34:00,3660,,,,2026-03-19 04:34:00
679,2,,pipeline_started,running,2026-03-18 06:19:00,,,,,2026-03-18 06:19:00
680,2,4,task_started,running,2026-03-18 06:22:00,,,,,2026-03-18 06:22:00
681,2,4,task_succeeded,success,2026-03-18 06:27:00,300,16898,14155,,2026-03-18 06:27:00
682,2,5,task_started,running,2026-03-18 06:29:00,,,,,2026-03-18 06:29:00
683,2,5,task_succeeded,success,2026-03-18 06:44:00,900,42930,36016,,2026-03-18 06:44:00
684,2,6,task_started,running,2026-03-18 06:45:00,,,,,2026-03-18 06:45:00
685,2,6,task_succeeded,success,2026-03-18 06:52:00,420,34355,30600,,2026-03-18 06:52:00
686,2,,pipeline_completed,success,2026-03-18 06:53:00,2040,,,,2026-03-18 06:53:00
687,2,,pipeline_started,running,2026-03-18 04:50:00,,,,,2026-03-18 04:50:00
688,2,4,task_started,running,2026-03-18 04:51:00,,,,,2026-03-18 04:51:00
689,2,4,task_succeeded,success,2026-03-18 04:57:00,360,19103,16549,,2026-03-18 04:57:00
690,2,5,task_started,running,2026-03-18 05:00:00,,,,,2026-03-18 05:00:00
691,2,5,task_succeeded,success,2026-03-18 05:11:00,660,39017,31794,,2026-03-18 05:11:00
692,2,6,task_started,running,2026-03-18 05:13:00,,,,,2026-03-18 05:13:00
693,2,6,task_failed,failed,2026-03-18 05:21:00,480,11827,,out of memory,2026-03-18 05:21:00
694,2,6,task_retry,retrying,2026-03-18 05:23:00,,,,,2026-03-18 05:23:00
695,2,,pipeline_completed,completed_with_issues,2026-03-18 05:32:00,2520,,,,2026-03-18 05:32:00
696,2,,pipeline_started,running,2026-03-17 04:45:00,,,,,2026-03-17 04:45:00
697,2,4,task_started,running,2026-03-17 04:48:00,,,,,2026-03-17 04:48:00
698,2,4,task_succeeded,success,2026-03-17 04:53:00,300,37785,35189,,2026-03-17 04:53:00
699,2,5,task_started,running,2026-03-17 04:56:00,,,,,2026-03-17 04:56:00
700,2,5,task_succeeded,success,2026-03-17 05:16:00,1200,37156,35806,,2026-03-17 05:16:00
701,2,6,task_started,running,2026-03-17 05:17:00,,,,,2026-03-17 05:17:00
702,2,6,task_succeeded,success,2026-03-17 05:25:00,480,47403,41058,,2026-03-17 05:25:00
703,2,,pipeline_completed,success,2026-03-17 05:26:00,2460,,,,2026-03-17 05:26:00
704,2,,pipeline_started,running,2026-03-17 21:13:00,,,,,2026-03-17 21:13:00
705,2,4,task_started,running,2026-03-17 21:15:00,,,,,2026-03-17 21:15:00
706,2,4,task_succeeded,success,2026-03-17 21:23:00,480,11642,10224,,2026-03-17 21:23:00
707,2,5,task_started,running,2026-03-17 21:25:00,,,,,2026-03-17 21:25:00
708,2,5,task_succeeded,success,2026-03-17 21:39:00,840,46607,41078,,2026-03-17 21:39:00
709,2,6,task_started,running,2026-03-17 21:40:00,,,,,2026-03-17 21:40:00
710,2,6,task_succeeded,success,2026-03-17 21:45:00,300,28589,25849,,2026-03-17 21:45:00
711,2,,pipeline_completed,success,2026-03-17 21:46:00,1980,,,,2026-03-17 21:46:00
712,2,,pipeline_started,running,2026-03-16 09:39:00,,,,,2026-03-16 09:39:00
713,2,4,task_started,running,2026-03-16 09:42:00,,,,,2026-03-16 09:42:00
714,2,4,task_succeeded,success,2026-03-16 09:48:00,360,12712,12170,,2026-03-16 09:48:00
715,2,5,task_started,running,2026-03-16 09:49:00,,,,,2026-03-16 09:49:00
716,2,5,task_failed,failed,2026-03-16 10:00:00,660,16158,,null values encountered,2026-03-16 10:00:00
717,2,5,task_retry,retrying,2026-03-16 10:02:00,,,,,2026-03-16 10:02:00
718,2,6,task_started,running,2026-03-16 10:16:00,,,,,2026-03-16 10:16:00
719,2,6,task_succeeded,success,2026-03-16 10:22:00,360,2386,2305,,2026-03-16 10:22:00
720,2,,pipeline_completed,completed_with_issues,2026-03-16 10:23:00,2640,,,,2026-03-16 10:23:00
721,2,,pipeline_started,running,2026-03-15 20:23:00,,,,,2026-03-15 20:23:00
722,2,4,task_started,running,2026-03-15 20:24:00,,,,,2026-03-15 20:24:00
723,2,4,task_succeeded,success,2026-03-15 20:30:00,360,4788,4754,,2026-03-15 20:30:00
724,2,5,task_started,running,2026-03-15 20:32:00,,,,,2026-03-15 20:32:00
725,2,5,task_succeeded,success,2026-03-15 20:42:00,600,8016,7979,,2026-03-15 20:42:00
726,2,6,task_started,running,2026-03-15 20:43:00,,,,,2026-03-15 20:43:00
727,2,6,task_succeeded,success,2026-03-15 20:48:00,300,12638,11805,,2026-03-15 20:48:00
728,2,,pipeline_completed,success,2026-03-15 20:49:00,1560,,,,2026-03-15 20:49:00
729,2,,pipeline_started,running,2026-03-14 18:12:00,,,,,2026-03-14 18:12:00
730,2,4,task_started,running,2026-03-14 18:14:00,,,,,2026-03-14 18:14:00
731,2,4,task_succeeded,success,2026-03-14 18:23:00,540,16044,15821,,2026-03-14 18:23:00
732,2,5,task_started,running,2026-03-14 18:26:00,,,,,2026-03-14 18:26:00
733,2,5,task_succeeded,success,2026-03-14 18:39:00,780,26445,24365,,2026-03-14 18:39:00
734,2,6,task_started,running,2026-03-14 18:42:00,,,,,2026-03-14 18:42:00
735,2,6,task_succeeded,success,2026-03-14 18:49:00,420,6129,6071,,2026-03-14 18:49:00
736,2,,pipeline_completed,success,2026-03-14 18:50:00,2280,,,,2026-03-14 18:50:00
737,3,,pipeline_started,running,2026-04-12 04:22:00,,,,,2026-04-12 04:22:00
738,3,7,task_started,running,2026-04-12 04:24:00,,,,,2026-04-12 04:24:00
739,3,7,task_succeeded,success,2026-04-12 04:31:00,420,41267,33885,,2026-04-12 04:31:00
740,3,8,task_started,running,2026-04-12 04:33:00,,,,,2026-04-12 04:33:00
741,3,8,task_succeeded,success,2026-04-12 04:45:00,720,37007,30407,,2026-04-12 04:45:00
742,3,9,task_started,running,2026-04-12 04:48:00,,,,,2026-04-12 04:48:00
743,3,9,task_succeeded,success,2026-04-12 04:51:00,180,40159,33440,,2026-04-12 04:51:00
744,3,,pipeline_completed,success,2026-04-12 04:52:00,1800,,,,2026-04-12 04:52:00
745,3,,pipeline_started,running,2026-04-11 12:32:00,,,,,2026-04-11 12:32:00
746,3,7,task_started,running,2026-04-11 12:33:00,,,,,2026-04-11 12:33:00
747,3,7,task_succeeded,success,2026-04-11 12:43:00,600,29348,24767,,2026-04-11 12:43:00
748,3,8,task_started,running,2026-04-11 12:46:00,,,,,2026-04-11 12:46:00
749,3,8,task_succeeded,success,2026-04-11 12:59:00,780,23291,19663,,2026-04-11 12:59:00
750,3,9,task_started,running,2026-04-11 13:00:00,,,,,2026-04-11 13:00:00
751,3,9,task_succeeded,success,2026-04-11 13:07:00,420,35859,33662,,2026-04-11 13:07:00
752,3,,pipeline_completed,success,2026-04-11 13:08:00,2160,,,,2026-04-11 13:08:00
753,3,,pipeline_started,running,2026-04-11 19:17:00,,,,,2026-04-11 19:17:00
754,3,7,task_started,running,2026-04-11 19:18:00,,,,,2026-04-11 19:18:00
755,3,7,task_succeeded,success,2026-04-11 19:25:00,420,12787,11542,,2026-04-11 19:25:00
756,3,8,task_started,running,2026-04-11 19:28:00,,,,,2026-04-11 19:28:00
757,3,8,task_succeeded,success,2026-04-11 19:47:00,1140,14158,13639,,2026-04-11 19:47:00
758,3,9,task_started,running,2026-04-11 19:48:00,,,,,2026-04-11 19:48:00
759,3,9,task_succeeded,success,2026-04-11 19:52:00,240,49236,42233,,2026-04-11 19:52:00
760,3,,pipeline_completed,success,2026-04-11 19:53:00,2160,,,,2026-04-11 19:53:00
761,3,,pipeline_started,running,2026-04-10 18:51:00,,,,,2026-04-10 18:51:00
762,3,7,task_started,running,2026-04-10 18:54:00,,,,,2026-04-10 18:54:00
763,3,7,task_succeeded,success,2026-04-10 19:02:00,480,28667,27674,,2026-04-10 19:02:00
764,3,8,task_started,running,2026-04-10 19:03:00,,,,,2026-04-10 19:03:00
765,3,8,task_failed,failed,2026-04-10 19:16:00,780,15741,,connection timeout,2026-04-10 19:16:00
766,3,8,task_retry,retrying,2026-04-10 19:18:00,,,,,2026-04-10 19:18:00
767,3,9,task_started,running,2026-04-10 19:34:00,,,,,2026-04-10 19:34:00
768,3,9,task_succeeded,success,2026-04-10 19:41:00,420,27781,23290,,2026-04-10 19:41:00
769,3,,pipeline_completed,completed_with_issues,2026-04-10 19:42:00,3060,,,,2026-04-10 19:42:00
770,3,,pipeline_started,running,2026-04-10 16:09:00,,,,,2026-04-10 16:09:00
771,3,7,task_started,running,2026-04-10 16:12:00,,,,,2026-04-10 16:12:00
772,3,7,task_succeeded,success,2026-04-10 16:19:00,420,38685,32434,,2026-04-10 16:19:00
773,3,8,task_started,running,2026-04-10 16:20:00,,,,,2026-04-10 16:20:00
774,3,8,task_succeeded,success,2026-04-10 16:39:00,1140,19932,18077,,2026-04-10 16:39:00
775,3,9,task_started,running,2026-04-10 16:42:00,,,,,2026-04-10 16:42:00
776,3,9,task_succeeded,success,2026-04-10 16:50:00,480,11847,10815,,2026-04-10 16:50:00
777,3,,pipeline_completed,success,2026-04-10 16:51:00,2520,,,,2026-04-10 16:51:00
778,3,,pipeline_started,running,2026-04-09 09:13:00,,,,,2026-04-09 09:13:00
779,3,7,task_started,running,2026-04-09 09:16:00,,,,,2026-04-09 09:16:00
780,3,7,task_failed,failed,2026-04-09 09:26:00,600,16972,,source data unavailable,2026-04-09 09:26:00
781,3,7,task_retry,retrying,2026-04-09 09:28:00,,,,,2026-04-09 09:28:00
782,3,8,task_started,running,2026-04-09 09:41:00,,,,,2026-04-09 09:41:00
783,3,8,task_succeeded,success,2026-04-09 09:53:00,720,31708,26762,,2026-04-09 09:53:00
784,3,9,task_started,running,2026-04-09 09:55:00,,,,,2026-04-09 09:55:00
785,3,9,task_succeeded,success,2026-04-09 10:03:00,480,6333,5472,,2026-04-09 10:03:00
786,3,,pipeline_completed,completed_with_issues,2026-04-09 10:04:00,3060,,,,2026-04-09 10:04:00
787,3,,pipeline_started,running,2026-04-08 08:08:00,,,,,2026-04-08 08:08:00
788,3,7,task_started,running,2026-04-08 08:09:00,,,,,2026-04-08 08:09:00
789,3,7,task_succeeded,success,2026-04-08 08:15:00,360,26890,24683,,2026-04-08 08:15:00
790,3,8,task_started,running,2026-04-08 08:16:00,,,,,2026-04-08 08:16:00
791,3,8,task_succeeded,success,2026-04-08 08:26:00,600,44854,42626,,2026-04-08 08:26:00
792,3,9,task_started,running,2026-04-08 08:29:00,,,,,2026-04-08 08:29:00
793,3,9,task_succeeded,success,2026-04-08 08:32:00,180,42569,37301,,2026-04-08 08:32:00
794,3,,pipeline_completed,success,2026-04-08 08:33:00,1500,,,,2026-04-08 08:33:00
795,3,,pipeline_started,running,2026-04-08 04:06:00,,,,,2026-04-08 04:06:00
796,3,7,task_started,running,2026-04-08 04:08:00,,,,,2026-04-08 04:08:00
797,3,7,task_succeeded,success,2026-04-08 04:14:00,360,42378,38179,,2026-04-08 04:14:00
798,3,8,task_started,running,2026-04-08 04:17:00,,,,,2026-04-08 04:17:00
799,3,8,task_succeeded,success,2026-04-08 04:28:00,660,11749,11309,,2026-04-08 04:28:00
800,3,9,task_started,running,2026-04-08 04:30:00,,,,,2026-04-08 04:30:00
801,3,9,task_succeeded,success,2026-04-08 04:36:00,360,29564,29282,,2026-04-08 04:36:00
802,3,,pipeline_completed,success,2026-04-08 04:37:00,1860,,,,2026-04-08 04:37:00
803,3,,pipeline_started,running,2026-04-07 05:16:00,,,,,2026-04-07 05:16:00
804,3,7,task_started,running,2026-04-07 05:19:00,,,,,2026-04-07 05:19:00
805,3,7,task_succeeded,success,2026-04-07 05:27:00,480,5667,5548,,2026-04-07 05:27:00
806,3,8,task_started,running,2026-04-07 05:30:00,,,,,2026-04-07 05:30:00
807,3,8,task_succeeded,success,2026-04-07 05:46:00,960,18843,17194,,2026-04-07 05:46:00
808,3,9,task_started,running,2026-04-07 05:48:00,,,,,2026-04-07 05:48:00
809,3,9,task_succeeded,success,2026-04-07 05:56:00,480,11282,9829,,2026-04-07 05:56:00
810,3,,pipeline_completed,success,2026-04-07 05:57:00,2460,,,,2026-04-07 05:57:00
811,3,,pipeline_started,running,2026-04-06 00:01:00,,,,,2026-04-06 00:01:00
812,3,7,task_started,running,2026-04-06 00:02:00,,,,,2026-04-06 00:02:00
813,3,7,task_succeeded,success,2026-04-06 00:11:00,540,41712,38924,,2026-04-06 00:11:00
814,3,8,task_started,running,2026-04-06 00:14:00,,,,,2026-04-06 00:14:00
815,3,8,task_succeeded,success,2026-04-06 00:31:00,1020,28679,26919,,2026-04-06 00:31:00
816,3,9,task_started,running,2026-04-06 00:33:00,,,,,2026-04-06 00:33:00
817,3,9,task_succeeded,success,2026-04-06 00:40:00,420,38245,30907,,2026-04-06 00:40:00
818,3,,pipeline_completed,success,2026-04-06 00:41:00,2400,,,,2026-04-06 00:41:00
819,3,,pipeline_started,running,2026-04-05 11:24:00,,,,,2026-04-05 11:24:00
820,3,7,task_started,running,2026-04-05 11:27:00,,,,,2026-04-05 11:27:00
821,3,7,task_succeeded,success,2026-04-05 11:35:00,480,10128,9756,,2026-04-05 11:35:00
822,3,8,task_started,running,2026-04-05 11:36:00,,,,,2026-04-05 11:36:00
823,3,8,task_succeeded,success,2026-04-05 11:48:00,720,24137,20262,,2026-04-05 11:48:00
824,3,9,task_started,running,2026-04-05 11:50:00,,,,,2026-04-05 11:50:00
825,3,9,task_succeeded,success,2026-04-05 11:55:00,300,46062,44698,,2026-04-05 11:55:00
826,3,,pipeline_completed,success,2026-04-05 11:56:00,1920,,,,2026-04-05 11:56:00
827,3,,pipeline_started,running,2026-04-05 05:00:00,,,,,2026-04-05 05:00:00
828,3,7,task_started,running,2026-04-05 05:02:00,,,,,2026-04-05 05:02:00
829,3,7,task_succeeded,success,2026-04-05 05:10:00,480,4229,3821,,2026-04-05 05:10:00
830,3,8,task_started,running,2026-04-05 05:11:00,,,,,2026-04-05 05:11:00
831,3,8,task_succeeded,success,2026-04-05 05:29:00,1080,22156,19645,,2026-04-05 05:29:00
832,3,9,task_started,running,2026-04-05 05:32:00,,,,,2026-04-05 05:32:00
833,3,9,task_failed,failed,2026-04-05 05:38:00,360,31294,,source data unavailable,2026-04-05 05:38:00
834,3,9,task_retry,retrying,2026-04-05 05:40:00,,,,,2026-04-05 05:40:00
835,3,,pipeline_completed,completed_with_issues,2026-04-05 05:47:00,2820,,,,2026-04-05 05:47:00
836,3,,pipeline_started,running,2026-04-04 22:42:00,,,,,2026-04-04 22:42:00
837,3,7,task_started,running,2026-04-04 22:43:00,,,,,2026-04-04 22:43:00
838,3,7,task_succeeded,success,2026-04-04 22:49:00,360,11263,10200,,2026-04-04 22:49:00
839,3,8,task_started,running,2026-04-04 22:52:00,,,,,2026-04-04 22:52:00
840,3,8,task_succeeded,success,2026-04-04 23:03:00,660,3921,3349,,2026-04-04 23:03:00
841,3,9,task_started,running,2026-04-04 23:06:00,,,,,2026-04-04 23:06:00
842,3,9,task_succeeded,success,2026-04-04 23:14:00,480,26511,21380,,2026-04-04 23:14:00
843,3,,pipeline_completed,success,2026-04-04 23:15:00,1980,,,,2026-04-04 23:15:00
844,3,,pipeline_started,running,2026-04-04 09:29:00,,,,,2026-04-04 09:29:00
845,3,7,task_started,running,2026-04-04 09:30:00,,,,,2026-04-04 09:30:00
846,3,7,task_succeeded,success,2026-04-04 09:35:00,300,39238,34601,,2026-04-04 09:35:00
847,3,8,task_started,running,2026-04-04 09:38:00,,,,,2026-04-04 09:38:00
848,3,8,task_succeeded,success,2026-04-04 09:56:00,1080,11225,9109,,2026-04-04 09:56:00
849,3,9,task_started,running,2026-04-04 09:58:00,,,,,2026-04-04 09:58:00
850,3,9,task_succeeded,success,2026-04-04 10:06:00,480,13640,11934,,2026-04-04 10:06:00
851,3,,pipeline_completed,success,2026-04-04 10:07:00,2280,,,,2026-04-04 10:07:00
852,3,,pipeline_started,running,2026-04-03 00:48:00,,,,,2026-04-03 00:48:00
853,3,7,task_started,running,2026-04-03 00:51:00,,,,,2026-04-03 00:51:00
854,3,7,task_succeeded,success,2026-04-03 01:01:00,600,17282,16100,,2026-04-03 01:01:00
855,3,8,task_started,running,2026-04-03 01:03:00,,,,,2026-04-03 01:03:00
